,tournament,city,country,date,tournament_type,discipline,round,winner,nb_sets,retired,game_1_score,game_2_score,game_3_score,team_one_player_one,team_one_player_two,team_two_player_one,team_two_player_two,team_one_player_one_nationality,team_one_player_two_nationality,team_two_player_one_nationality,team_two_player_two_nationality,team_one_total_points,team_two_total_points,team_one_most_consecutive_points,team_two_most_consecutive_points,team_one_game_points,team_two_game_points,team_one_most_consecutive_points_game_1,team_two_most_consecutive_points_game_1,team_one_game_points_game_1,team_two_game_points_game_1,game_1_scores,team_one_most_consecutive_points_game_2,team_two_most_consecutive_points_game_2,team_one_game_points_game_2,team_two_game_points_game_2,game_2_scores,team_one_most_consecutive_points_game_3,team_two_most_consecutive_points_game_3,team_one_game_points_game_3,team_two_game_points_game_3,game_3_scores,team_one_nationalities,team_two_nationalities
1071,YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,14-11-2018,HSBC BWF World Tour Super 500,MD,Round of 32,2,3,False,11-21,21-16,18-21,Kittinupong Kedren,Dechapol Puavaranukroh,Eui Seok Chung,Eui Seok Chung,THA,THA,KOR,KOR,50,58,4,4,2,3,2,4,0,2,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '1-5', '1-6', '1-7', '2-7', '2-8', '3-8', '4-8', '4-9', '4-10', '5-10', '5-11', '5-12', '6-12', '6-13', '6-14', '6-15', '6-16', '7-16', '7-17', '8-17', '9-17', '9-18', '10-18', '10-19', '10-20', '11-20', '11-21']",4.0,3.0,2.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '4-2', '5-2', '5-3', '5-4', '6-4', '6-5', '7-5', '8-5', '8-6', '9-6', '9-7', '10-7', '10-8', '11-8', '11-9', '12-9', '12-10', '12-11', '13-11', '14-11', '14-12', '14-13', '14-14', '15-14', '16-14', '16-15', '17-15', '18-15', '19-15', '20-15', '20-16', '21-16']",2.0,3.0,0.0,1.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '2-4', '2-5', '2-6', '3-6', '4-6', '4-7', '5-7', '5-8', '6-8', '6-9', '7-9', '7-10', '8-10', '9-10', '9-11', '10-11', '11-11', '11-12', '12-12', '13-12', '13-13', '14-13', '14-14', '15-14', '15-15', '15-16', '16-16', '16-17', '17-17', '17-18', '17-19', '18-19', '18-20', '18-21']",THA,KOR
1072,YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,14-11-2018,HSBC BWF World Tour Super 500,MD,Round of 32,1,2,False,21-17,24-22,,Mohammad Ahsan,Hendra Setiawan,Min Hyuk Kang,Min Hyuk Kang,INA,INA,KOR,KOR,45,39,5,4,4,1,5,4,1,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '3-3', '3-4', '4-4', '4-5', '4-6', '4-7', '4-8', '5-8', '5-9', '6-9', '7-9', '8-9', '8-10', '9-10', '10-10', '11-10', '12-10', '13-10', '13-11', '13-12', '14-12', '15-12', '15-13', '16-13', '16-14', '17-14', '17-15', '18-15', '18-16', '18-17', '19-17', '20-17', '21-17']",3.0,3.0,3.0,1.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '2-4', '3-4', '4-4', '4-5', '5-5', '5-6', '6-6', '6-7', '7-7', '8-7', '9-7', '9-8', '9-9', '9-10', '10-10', '10-11', '10-12', '11-12', '12-12', '13-12', '13-13', '14-13', '14-14', '14-15', '15-15', '15-16', '16-16', '16-17', '16-18', '17-18', '18-18', '19-18', '19-19', '20-19', '20-20', '21-20', '21-21', '21-22', '22-22', '23-22', '24-22']",,,,,[],INA,KOR
1073,YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,15-11-2018,HSBC BWF World Tour Super 500,MD,Round of 16,1,3,False,16-21,21-19,21-9,Marcus Fernaldi Gideon,Kevin Sanjaya Sukamuljo,Mathias Boe,Mathias Boe,INA,INA,DEN,DEN,58,49,6,7,2,2,3,4,0,2,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '4-4', '5-4', '5-5', '6-5', '6-6', '7-6', '7-7', '8-7', '9-7', '10-7', '10-8', '10-9', '10-10', '10-11', '11-11', '11-12', '11-13', '11-14', '12-14', '12-15', '12-16', '13-16', '14-16', '14-17', '15-17', '15-18', '15-19', '15-20', '16-20', '16-21']",4.0,6.0,1.0,0.0,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '0-6', '1-6', '1-7', '2-7', '3-7', '4-7', '5-7', '5-8', '6-8', '7-8', '7-9', '8-9', '9-9', '9-10', '10-10', '11-10', '11-11', '12-11', '13-11', '13-12', '13-13', '13-14', '13-15', '14-15', '15-15', '15-16', '16-16', '16-17', '16-18', '17-18', '17-19', '18-19', '19-19', '20-19', '21-19']",6.0,1.0,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '4-2', '4-3', '5-3', '5-4', '6-4', '7-4', '7-5', '8-5', '8-6', '9-6', '10-6', '11-6', '11-7', '12-7', '12-8', '13-8', '14-8', '15-8', '16-8', '17-8', '18-8', '18-9', '19-9', '20-9', '21-9']",INA,DEN
1074,YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,15-11-2018,HSBC BWF World Tour Super 500,MD,Round of 16,1,2,False,21-15,21-14,,Gi Jung Kim,Yong Dae Lee,Eui Seok Chung,Eui Seok Chung,KOR,KOR,KOR,KOR,42,29,6,3,6,0,4,3,3,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '3-3', '4-3', '5-3', '5-4', '6-4', '7-4', '7-5', '8-5', '9-5', '9-6', '10-6', '10-7', '10-8', '10-9', '11-9', '12-9', '12-10', '13-10', '14-10', '14-11', '15-11', '16-11', '16-12', '16-13', '17-13', '18-13', '19-13', '20-13', '20-14', '20-15', '21-15']",6.0,2.0,3.0,0.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '4-4', '4-5', '5-5', '6-5', '7-5', '8-5', '8-6', '9-6', '9-7', '10-7', '11-7', '12-7', '12-8', '13-8', '14-8', '15-8', '16-8', '17-8', '18-8', '18-9', '18-10', '19-10', '19-11', '19-12', '20-12', '20-13', '20-14', '21-14']",,,,,[],KOR,KOR
1075,YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,15-11-2018,HSBC BWF World Tour Super 500,MD,Round of 16,2,2,False,20-22,15-21,,Takuro Hoki,Yugo Kobayashi,Jiting He,Jiting He,JPN,JPN,CHN,CHN,35,43,4,4,0,3,4,4,0,2,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '5-1', '5-2', '6-2', '6-3', '6-4', '7-4', '8-4', '9-4', '10-4', '10-5', '10-6', '11-6', '12-6', '12-7', '13-7', '14-7', '14-8', '14-9', '14-10', '14-11', '15-11', '15-12', '16-12', '16-13', '16-14', '17-14', '17-15', '17-16', '17-17', '17-18', '18-18', '18-19', '19-19', '19-20', '20-20', '20-21', '20-22']",3.0,4.0,0.0,1.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '4-2', '4-3', '5-3', '5-4', '5-5', '5-6', '6-6', '6-7', '7-7', '7-8', '7-9', '7-10', '8-10', '8-11', '9-11', '10-11', '10-12', '11-12', '11-13', '11-14', '12-14', '12-15', '12-16', '12-17', '12-18', '13-18', '14-18', '15-18', '15-19', '15-20', '15-21']",,,,,[],JPN,CHN
1076,YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,15-11-2018,HSBC BWF World Tour Super 500,MD,Round of 16,1,2,False,21-15,21-15,,Kim Astrup,Anders Skaarup Rasmussen,Xuanyi Ou,Xuanyi Ou,DEN,DEN,CHN,CHN,42,30,4,4,3,0,4,4,2,0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '4-2', '4-3', '5-3', '6-3', '7-3', '8-3', '8-4', '9-4', '9-5', '10-5', '11-5', '12-5', '12-6', '13-6', '13-7', '13-8', '14-8', '14-9', '15-9', '16-9', '17-9', '18-9', '18-10', '19-10', '19-11', '19-12', '19-13', '19-14', '20-14', '20-15', '21-15']",3.0,4.0,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '4-2', '4-3', '4-4', '5-4', '6-4', '7-4', '7-5', '7-6', '8-6', '8-7', '8-8', '9-8', '10-8', '11-8', '11-9', '11-10', '11-11', '11-12', '12-12', '13-12', '13-13', '14-13', '15-13', '16-13', '16-14', '17-14', '18-14', '19-14', '19-15', '20-15', '21-15']",,,,,[],DEN,CHN
1077,YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,15-11-2018,HSBC BWF World Tour Super 500,MD,Round of 16,2,3,False,16-21,21-12,12-21,V Shem Goh,Wee Kiong Tan,Mohammad Ahsan,Mohammad Ahsan,MAS,MAS,INA,INA,49,54,4,5,1,3,3,4,0,2,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '2-4', '2-5', '2-6', '3-6', '4-6', '5-6', '5-7', '6-7', '6-8', '7-8', '8-8', '9-8', '9-9', '9-10', '10-10', '10-11', '10-12', '10-13', '11-13', '11-14', '12-14', '12-15', '12-16', '12-17', '13-17', '13-18', '14-18', '14-19', '15-19', '15-20', '16-20', '16-21']",4.0,2.0,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '4-2', '5-2', '5-3', '5-4', '6-4', '6-5', '7-5', '8-5', '8-6', '9-6', '9-7', '10-7', '11-7', '12-7', '12-8', '13-8', '14-8', '14-9', '14-10', '15-10', '15-11', '16-11', '17-11', '18-11', '19-11', '19-12', '20-12', '21-12']",2.0,5.0,0.0,1.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '3-5', '3-6', '4-6', '5-6', '5-7', '6-7', '6-8', '7-8', '7-9', '7-10', '8-10', '9-10', '9-11', '9-12', '9-13', '10-13', '10-14', '11-14', '11-15', '11-16', '11-17', '11-18', '11-19', '12-19', '12-20', '12-21']",MAS,INA
1078,YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,15-11-2018,HSBC BWF World Tour Super 500,MD,Round of 16,2,2,False,12-21,13-21,,Min Chun Liao,Ching Heng Su,Fajar Alfian,Fajar Alfian,TPE,TPE,INA,INA,25,42,3,7,0,2,3,5,0,1,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '2-4', '2-5', '2-6', '2-7', '3-7', '3-8', '4-8', '5-8', '6-8', '6-9', '7-9', '7-10', '7-11', '7-12', '7-13', '7-14', '8-14', '9-14', '9-15', '10-15', '10-16', '11-16', '11-17', '12-17', '12-18', '12-19', '12-20', '12-21']",3.0,7.0,0.0,1.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '3-3', '3-4', '4-4', '4-5', '4-6', '4-7', '5-7', '5-8', '6-8', '7-8', '8-8', '8-9', '9-9', '9-10', '9-11', '9-12', '9-13', '9-14', '9-15', '9-16', '10-16', '10-17', '11-17', '11-18', '12-18', '12-19', '13-19', '13-20', '13-21']",,,,,[],TPE,INA
1079,YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,15-11-2018,HSBC BWF World Tour Super 500,MD,Round of 16,2,2,False,19-21,19-21,,Takuto Inoue,Yuki Kaneko,Takeshi Kamura,Takeshi Kamura,JPN,JPN,JPN,JPN,38,42,3,4,0,3,3,4,0,1,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '4-2', '5-2', '5-3', '5-4', '6-4', '7-4', '8-4', '8-5', '9-5', '9-6', '9-7', '9-8', '9-9', '10-9', '10-10', '11-10', '11-11', '11-12', '12-12', '12-13', '12-14', '13-14', '14-14', '14-15', '15-15', '15-16', '16-16', '17-16', '17-17', '17-18', '17-19', '18-19', '19-19', '19-20', '19-21']",3.0,3.0,0.0,2.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '3-3', '3-4', '4-4', '4-5', '5-5', '6-5', '6-6', '6-7', '7-7', '7-8', '8-8', '9-8', '9-9', '9-10', '10-10', '10-11', '10-12', '11-12', '12-12', '13-12', '13-13', '14-13', '14-14', '14-15', '14-16', '15-16', '15-17', '16-17', '16-18', '17-18', '17-19', '18-19', '18-20', '19-20', '19-21']",,,,,[],JPN,JPN
1080,YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,15-11-2018,HSBC BWF World Tour Super 500,MD,Round of 16,2,2,False,16-21,15-21,,Manu Attri,B. Sumeeth Reddy,Jhe-Huei Lee,Jhe-Huei Lee,IND,IND,TPE,TPE,31,42,4,6,0,2,4,3,0,1,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '3-3', '4-3', '4-4', '5-4', '5-5', '6-5', '7-5', '8-5', '9-5', '9-6', '9-7', '10-7', '10-8', '10-9', '10-10', '11-10', '11-11', '12-11', '12-12', '12-13', '13-13', '13-14', '13-15', '13-16', '14-16', '14-17', '14-18', '15-18', '15-19', '16-19', '16-20', '16-21']",3.0,6.0,0.0,1.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '3-3', '3-4', '4-4', '4-5', '5-5', '6-5', '6-6', '6-7', '7-7', '7-8', '7-9', '7-10', '8-10', '9-10', '10-10', '10-11', '10-12', '11-12', '12-12', '12-13', '12-14', '12-15', '12-16', '12-17', '12-18', '13-18', '13-19', '14-19', '15-19', '15-20', '15-21']",,,,,[],IND,TPE
1081,YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,16-11-2018,HSBC BWF World Tour Super 500,MD,Quarter final,1,2,False,21-19,21-14,,Mohammad Ahsan,Hendra Setiawan,Kim Astrup,Kim Astrup,INA,INA,DEN,DEN,42,33,4,4,3,0,4,4,2,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '4-4', '4-5', '5-5', '5-6', '5-7', '5-8', '6-8', '6-9', '7-9', '7-10', '7-11', '7-12', '7-13', '8-13', '9-13', '9-14', '10-14', '11-14', '12-14', '13-14', '13-15', '14-15', '15-15', '15-16', '15-17', '16-17', '17-17', '18-17', '19-17', '19-18', '20-18', '20-19', '21-19']",3.0,4.0,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '6-3', '7-3', '7-4', '8-4', '9-4', '10-4', '10-5', '11-5', '12-5', '12-6', '12-7', '12-8', '12-9', '13-9', '14-9', '15-9', '15-10', '16-10', '16-11', '17-11', '17-12', '17-13', '18-13', '18-14', '19-14', '20-14', '21-14']",,,,,[],INA,DEN
1082,YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,16-11-2018,HSBC BWF World Tour Super 500,MD,Quarter final,1,3,False,20-22,21-9,21-15,Marcus Fernaldi Gideon,Kevin Sanjaya Sukamuljo,Gi Jung Kim,Gi Jung Kim,INA,INA,KOR,KOR,62,46,6,4,2,2,3,4,0,2,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '4-2', '4-3', '5-3', '5-4', '5-5', '5-6', '5-7', '6-7', '6-8', '6-9', '7-9', '7-10', '7-11', '8-11', '9-11', '9-12', '9-13', '10-13', '10-14', '11-14', '12-14', '12-15', '13-15', '14-15', '14-16', '15-16', '15-17', '15-18', '16-18', '16-19', '17-19', '18-19', '19-19', '19-20', '20-20', '20-21', '20-22']",6.0,3.0,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '3-3', '3-4', '4-4', '4-5', '5-5', '5-6', '6-6', '7-6', '8-6', '9-6', '10-6', '10-7', '11-7', '11-8', '12-8', '13-8', '14-8', '15-8', '16-8', '17-8', '17-9', '18-9', '19-9', '20-9', '21-9']",6.0,3.0,1.0,0.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '3-3', '4-3', '5-3', '5-4', '5-5', '6-5', '7-5', '7-6', '8-6', '9-6', '9-7', '9-8', '9-9', '10-9', '11-9', '11-10', '12-10', '13-10', '14-10', '14-11', '14-12', '15-12', '15-13', '15-14', '15-15', '16-15', '17-15', '18-15', '19-15', '20-15', '21-15']",INA,KOR
1083,YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,16-11-2018,HSBC BWF World Tour Super 500,MD,Quarter final,1,2,False,21-17,25-23,,Fajar Alfian,Muhammad Rian Ardianto,Jhe-Huei Lee,Jhe-Huei Lee,INA,INA,TPE,TPE,46,40,5,5,3,3,5,5,1,0,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '1-5', '2-5', '2-6', '3-6', '3-7', '4-7', '4-8', '4-9', '5-9', '5-10', '6-10', '6-11', '7-11', '7-12', '8-12', '9-12', '10-12', '11-12', '12-12', '12-13', '13-13', '14-13', '15-13', '16-13', '16-14', '17-14', '17-15', '17-16', '18-16', '19-16', '19-17', '20-17', '21-17']",4.0,3.0,2.0,3.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '2-4', '2-5', '3-5', '3-6', '4-6', '4-7', '4-8', '5-8', '6-8', '7-8', '8-8', '8-9', '9-9', '10-9', '10-10', '11-10', '12-10', '13-10', '13-11', '13-12', '13-13', '14-13', '14-14', '15-14', '15-15', '15-16', '16-16', '16-17', '17-17', '17-18', '18-18', '19-18', '19-19', '19-20', '20-20', '21-20', '21-21', '21-22', '22-22', '22-23', '23-23', '24-23', '25-23']",,,,,[],INA,TPE
1084,YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,16-11-2018,HSBC BWF World Tour Super 500,MD,Quarter final,2,2,False,18-21,18-21,,Jiting He,Qiang Tan,Takeshi Kamura,Takeshi Kamura,CHN,CHN,JPN,JPN,36,42,3,5,0,3,3,5,0,2,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '4-2', '4-3', '4-4', '4-5', '4-6', '4-7', '5-7', '6-7', '7-7', '7-8', '8-8', '9-8', '10-8', '10-9', '10-10', '11-10', '11-11', '12-11', '12-12', '12-13', '13-13', '14-13', '14-14', '15-14', '15-15', '16-15', '16-16', '16-17', '16-18', '17-18', '17-19', '17-20', '18-20', '18-21']",3.0,4.0,0.0,1.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '3-3', '3-4', '3-5', '4-5', '4-6', '4-7', '5-7', '5-8', '5-9', '6-9', '6-10', '7-10', '7-11', '7-12', '7-13', '7-14', '8-14', '8-15', '9-15', '9-16', '10-16', '11-16', '11-17', '12-17', '13-17', '13-18', '14-18', '15-18', '15-19', '16-19', '17-19', '18-19', '18-20', '18-21']",,,,,[],CHN,JPN
1085,YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,17-11-2018,HSBC BWF World Tour Super 500,MD,Semi final,1,2,False,24-22,21-15,,Takeshi Kamura,Keigo Sonoda,Fajar Alfian,Fajar Alfian,JPN,JPN,INA,INA,45,37,4,4,4,2,4,4,3,2,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '3-3', '4-3', '5-3', '5-4', '5-5', '6-5', '6-6', '6-7', '6-8', '7-8', '8-8', '8-9', '9-9', '10-9', '10-10', '10-11', '11-11', '11-12', '12-12', '12-13', '12-14', '12-15', '12-16', '13-16', '14-16', '15-16', '16-16', '16-17', '17-17', '17-18', '17-19', '18-19', '18-20', '19-20', '20-20', '21-20', '21-21', '22-21', '22-22', '23-22', '24-22']",3.0,3.0,1.0,0.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '2-4', '2-5', '2-6', '3-6', '4-6', '4-7', '5-7', '5-8', '6-8', '7-8', '8-8', '8-9', '9-9', '10-9', '11-9', '11-10', '12-10', '12-11', '12-12', '13-12', '14-12', '14-13', '15-13', '16-13', '17-13', '17-14', '18-14', '19-14', '19-15', '20-15', '21-15']",,,,,[],JPN,INA
1086,YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,17-11-2018,HSBC BWF World Tour Super 500,MD,Semi final,1,3,False,21-14,18-21,21-9,Marcus Fernaldi Gideon,Kevin Sanjaya Sukamuljo,Mohammad Ahsan,Mohammad Ahsan,INA,INA,INA,INA,60,44,5,4,5,1,5,4,1,0,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '4-4', '5-4', '6-4', '7-4', '8-4', '8-5', '8-6', '8-7', '8-8', '9-8', '9-9', '10-9', '11-9', '12-9', '12-10', '13-10', '13-11', '13-12', '14-12', '15-12', '16-12', '17-12', '17-13', '18-13', '18-14', '19-14', '20-14', '21-14']",4.0,4.0,0.0,1.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '3-3', '3-4', '4-4', '4-5', '4-6', '4-7', '4-8', '5-8', '5-9', '5-10', '5-11', '6-11', '7-11', '8-11', '8-12', '8-13', '8-14', '9-14', '10-14', '10-15', '11-15', '12-15', '13-15', '13-16', '13-17', '14-17', '14-18', '15-18', '16-18', '17-18', '18-18', '18-19', '18-20', '18-21']",5.0,3.0,4.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '4-2', '5-2', '6-2', '6-3', '6-4', '7-4', '8-4', '9-4', '10-4', '11-4', '11-5', '12-5', '13-5', '14-5', '15-5', '15-6', '16-6', '17-6', '18-6', '19-6', '20-6', '20-7', '20-8', '20-9', '21-9']",INA,INA
1087,YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,18-11-2018,HSBC BWF World Tour Super 500,MD,Final,1,2,False,21-13,21-12,,Marcus Fernaldi Gideon,Kevin Sanjaya Sukamuljo,Takeshi Kamura,Takeshi Kamura,INA,INA,JPN,JPN,42,25,6,3,5,0,4,2,3,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '3-3', '4-3', '5-3', '5-4', '6-4', '6-5', '6-6', '7-6', '8-6', '9-6', '10-6', '10-7', '11-7', '12-7', '13-7', '14-7', '14-8', '15-8', '16-8', '16-9', '17-9', '18-9', '18-10', '18-11', '19-11', '20-11', '20-12', '20-13', '21-13']",6.0,3.0,2.0,0.0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '4-2', '5-2', '6-2', '7-2', '7-3', '8-3', '8-4', '8-5', '8-6', '9-6', '10-6', '11-6', '12-6', '13-6', '14-6', '14-7', '15-7', '15-8', '16-8', '17-8', '17-9', '18-9', '19-9', '19-10', '19-11', '20-11', '20-12', '21-12']",,,,,[],INA,JPN
1088,Syed Modi International Badminton Championships 2018,Lucknow,India,20-11-2018,HSBC BWF World Tour Super 300,MD,Qualification quarter final,2,2,False,14-21,11-21,,Ankur Dhiman,Gaurav Naman Singh,Shivam Sharma,Shivam Sharma,IND,IND,IND,IND,25,42,4,7,0,2,4,4,0,1,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '2-4', '3-4', '4-4', '5-4', '5-5', '6-5', '7-5', '7-6', '7-7', '7-8', '8-8', '8-9', '8-10', '8-11', '8-12', '9-12', '9-13', '10-13', '10-14', '11-14', '11-15', '11-16', '12-16', '12-17', '13-17', '14-17', '14-18', '14-19', '14-20', '14-21']",4.0,5.0,0.0,1.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '1-5', '1-6', '2-6', '3-6', '4-6', '5-6', '5-7', '6-7', '6-8', '7-8', '7-9', '7-10', '8-10', '8-11', '8-12', '8-13', '8-14', '8-15', '9-15', '9-16', '10-16', '10-17', '10-18', '11-18', '11-19', '11-20', '11-21']",,,,,[],IND,IND
1089,Syed Modi International Badminton Championships 2018,Lucknow,India,20-11-2018,HSBC BWF World Tour Super 300,MD,Qualification quarter final,1,2,False,21-6,21-18,,Kaixiang Huang,Zekang Wang,Himanshu Saroha,Himanshu Saroha,CHN,CHN,IND,IND,42,24,7,3,3,0,7,2,1,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '6-1', '6-2', '7-2', '7-3', '8-3', '9-3', '10-3', '11-3', '12-3', '13-3', '14-3', '14-4', '15-4', '16-4', '17-4', '18-4', '19-4', '19-5', '19-6', '20-6', '21-6']",5.0,3.0,2.0,0.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '3-3', '4-3', '5-3', '6-3', '6-4', '6-5', '6-6', '7-6', '8-6', '8-7', '8-8', '9-8', '10-8', '11-8', '11-9', '11-10', '12-10', '12-11', '12-12', '13-12', '13-13', '14-13', '15-13', '16-13', '16-14', '16-15', '17-15', '17-16', '18-16', '19-16', '19-17', '20-17', '20-18', '21-18']",,,,,[],CHN,IND
1090,Syed Modi International Badminton Championships 2018,Lucknow,India,20-11-2018,HSBC BWF World Tour Super 300,MD,Qualification quarter final,1,3,False,20-22,21-10,21-10,Satinder Malik,Pankaj Nathani,Kirtesh Dhindhwal,Kirtesh Dhindhwal,IND,IND,IND,IND,62,42,7,5,2,7,6,5,0,7,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '4-2', '4-3', '4-4', '4-5', '5-5', '5-6', '5-7', '5-8', '5-9', '5-10', '6-10', '6-11', '7-11', '7-12', '8-12', '8-13', '9-13', '9-14', '9-15', '10-15', '10-16', '11-16', '11-17', '12-17', '13-17', '14-17', '14-18', '14-19', '14-20', '15-20', '16-20', '17-20', '18-20', '19-20', '20-20', '20-21', '20-22']",5.0,2.0,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '4-4', '4-5', '5-5', '6-5', '7-5', '7-6', '8-6', '8-7', '9-7', '10-7', '11-7', '12-7', '13-7', '13-8', '14-8', '15-8', '15-9', '16-9', '17-9', '18-9', '19-9', '19-10', '20-10', '21-10']",5.0,2.0,1.0,0.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '5-1', '6-1', '7-1', '7-2', '8-2', '9-2', '10-2', '10-3', '10-4', '11-4', '11-5', '12-5', '13-5', '13-6', '14-6', '14-7', '15-7', '16-7', '17-7', '18-7', '18-8', '19-8', '19-9', '19-10', '20-10', '21-10']",IND,IND
1091,Syed Modi International Badminton Championships 2018,Lucknow,India,20-11-2018,HSBC BWF World Tour Super 300,MD,Qualification quarter final,1,3,False,18-21,21-14,21-16,Vikrant Chawat,Mohit Tiwari,Akash Kumar,Akash Kumar,IND,IND,IND,IND,60,51,6,6,3,1,4,4,0,1,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '3-5', '4-5', '4-6', '4-7', '5-7', '5-8', '6-8', '7-8', '7-9', '8-9', '8-10', '9-10', '10-10', '10-11', '11-11', '12-11', '12-12', '12-13', '13-13', '14-13', '15-13', '16-13', '16-14', '16-15', '16-16', '16-17', '17-17', '18-17', '18-18', '18-19', '18-20', '18-21']",6.0,6.0,1.0,0.0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '4-2', '5-2', '6-2', '7-2', '7-3', '8-3', '8-4', '8-5', '8-6', '8-7', '8-8', '8-9', '9-9', '9-10', '10-10', '10-11', '11-11', '12-11', '12-12', '13-12', '14-12', '14-13', '15-13', '15-14', '16-14', '17-14', '18-14', '19-14', '20-14', '21-14']",3.0,3.0,2.0,0.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '6-3', '7-3', '8-3', '8-4', '9-4', '10-4', '10-5', '10-6', '10-7', '11-7', '12-7', '12-8', '12-9', '13-9', '13-10', '14-10', '15-10', '16-10', '16-11', '16-12', '17-12', '17-13', '17-14', '17-15', '18-15', '19-15', '20-15', '20-16', '21-16']",IND,IND
